Timestamp,Module,Method_Name,Arguments,Responses,Exceptions
2021:10:01:10:45:51.635339,C9,_init_,ftdi: None,,None
2021:10:01:10:45:53.359498,C9,PING,,None,None
2021:10:01:10:45:54.751786,C9,BIAS,,None,None
2021:10:01:10:45:56.057492,C9,SPED,"velocity: 20000, acceleration: 20000",None,None
2021:10:01:10:45:57.388434,C9,BIAS,bias: 0,None,None
2021:10:01:10:45:58.762125,C9,HOME,if_needed: 1,None,None
2021:10:01:10:46:00.101034,C9,CURR,axis: 0,None,None
2021:10:01:10:46:01.388122,C9,CURR,axis: 0,None,None
2021:10:01:10:46:02.675641,C9,CURR,axis: 0,None,None
2021:10:01:10:46:03.913334,C9,CURR,axis: 0,None,None
2021:10:01:10:46:05.182085,C9,CURR,axis: 0,None,None
2021:10:01:10:46:06.415553,C9,CURR,axis: 0,None,None
2021:10:01:10:46:07.635688,C9,CURR,axis: 0,None,None
2021:10:01:10:46:08.882676,C9,CURR,axis: 0,None,None
2021:10:01:10:46:10.127864,C9,CURR,axis: 0,None,None
2021:10:01:10:46:11.333761,C9,CURR,axis: 0,None,None
2021:10:01:10:46:12.242547,Tecan Cavro,_init_,ftdi: None,,None
2021:10:01:10:46:13.162593,Magnetic Stirrer,_init_,serial: COM12,,None
2021:10:01:10:46:14.116202,Magnetic Stirrer,IN_NAME,,None,None
2021:10:01:10:46:14.701653,Magnetic Stirrer,IN_PV_1,,None,None
2021:10:01:10:46:15.231713,Magnetic Stirrer,IN_PV_2,,None,None
2021:10:01:10:46:15.760721,Magnetic Stirrer,IN_SP_1,,None,None
2021:10:01:10:46:16.296036,Magnetic Stirrer,IN_PV_4,,None,None
2021:10:01:10:46:16.832709,Magnetic Stirrer,IN_SP_4,,None,None
2021:10:01:10:46:17.402025,Magnetic Stirrer,STOP_4,,None,None
2021:10:01:10:46:17.634405,Magnetic Stirrer,STOP_1,,None,None
