Timestamp,Module,Method_Name,Arguments,Responses,Exceptions
2021:10:12:13:22:23.845243,C9,_init_,ftdi: None,,None
2021:10:12:13:22:24.499940,C9,PING,,None,None
2021:10:12:13:22:24.799885,C9,BIAS,,None,None
2021:10:12:13:22:25.072611,C9,SPED,"velocity: 20000, acceleration: 20000",None,None
2021:10:12:13:22:25.453128,C9,BIAS,bias: 0,None,None
2021:10:12:13:22:25.696676,C9,HOME,if_needed: 1,None,None
2021:10:12:13:22:26.060646,C9,CURR,axis: 0,None,None
2021:10:12:13:22:26.439973,C9,CURR,axis: 0,None,None
2021:10:12:13:22:26.816268,C9,CURR,axis: 0,None,None
2021:10:12:13:22:27.192808,C9,CURR,axis: 0,None,None
2021:10:12:13:22:27.576123,C9,CURR,axis: 0,None,None
2021:10:12:13:22:27.957556,C9,CURR,axis: 0,None,None
2021:10:12:13:22:28.321024,C9,CURR,axis: 0,None,None
2021:10:12:13:22:28.685599,C9,CURR,axis: 0,None,None
2021:10:12:13:22:29.045894,C9,CURR,axis: 0,None,None
2021:10:12:13:22:29.417513,C9,CURR,axis: 0,None,None
2021:10:12:13:22:29.740923,Tecan Cavro,_init_,ftdi: None,,None
2021:10:12:13:22:30.160609,Magnetic Stirrer,_init_,serial: COM9,,None
2021:10:12:13:22:30.366863,Magnetic Stirrer,IN_NAME,,None,None
2021:10:12:13:22:30.487560,Magnetic Stirrer,IN_PV_1,,None,None
2021:10:12:13:22:30.605169,Magnetic Stirrer,IN_PV_2,,None,None
2021:10:12:13:22:30.721119,Magnetic Stirrer,IN_SP_1,,None,None
2021:10:12:13:22:30.841680,Magnetic Stirrer,IN_PV_4,,None,None
2021:10:12:13:22:30.957368,Magnetic Stirrer,IN_SP_4,,None,None
2021:10:12:13:22:31.092488,Magnetic Stirrer,STOP_4,,None,None
2021:10:12:13:22:31.143349,Magnetic Stirrer,STOP_1,,None,None
2021:10:12:13:22:44.845929,ArduinoAugmentedQuantos,_init_,"logging_level: 10, address: 13, serial_port: None, tcp_port: None, perfect_counts: 8700",,None
2021:10:12:13:22:44.889882,ArduinoAugmentedQuantos,set_home_direction,direction: 0,None,None
2021:10:12:13:22:46.038016,UR3Arm,_init_,"host: 192.168.254.88, default_velocity: 250, max_velocity: 500, position_units: Units.MILLIMETERS, default_joint_velocity: 20.0, max_joint_velocity: 180.0, gripper_default_velocity: 0.5, gripper_default_force: 0.5, gripper_id: 1, gripper_base_port: 63352, gripper_connect: True, connect: True",,None
2021:10:12:13:22:52.404206,ArduinoAugmentedQuantos,lock_dosing_pin_position,,None,None
2021:10:12:13:23:08.685530,ArduinoAugmentedQuantos,unlock_dosing_pin_position,,None,None
2021:10:12:13:23:08.904943,C9,OUTP,"output: 0, value: 0",None,None
2021:10:12:13:23:09.004680,C9,JLEN,length_offset: 0,None,None
2021:10:12:13:23:09.113930,C9,ARM,"velocity: 20000, acceleration: 20000, X: -159385, Y: 262307, Z: 300000, elbow_bias: 0",None,None
2021:10:12:13:23:10.053989,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:13:23:10.171769,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:13:23:10.280832,C9,ARM,"velocity: 20000, acceleration: 20000, X: -159385, Y: 262307, Z: 134850, elbow_bias: 0",None,None
2021:10:12:13:23:11.868278,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:13:23:12.022412,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:13:23:12.141342,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:13:23:12.250629,C9,OUTP,"output: 0, value: 1",None,None
2021:10:12:13:23:12.357480,C9,ARM,"velocity: 20000, acceleration: 20000, X: -159385, Y: 262307, Z: 300000, elbow_bias: 0",None,None
2021:10:12:13:23:13.943112,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:13:23:14.073079,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:13:23:14.194201,C9,MVNG,"axes: 1,2,3",None,None
2021:10:12:13:23:14.909481,ArduinoAugmentedQuantos,front_door_position,close,,None
2021:10:12:13:23:15.377148,ArduinoAugmentedQuantos,zero,,None,None
